incident_month,incident_week,incident_weekday,weekend,part_of_the_day,latitude,longitude,incident_place,incident_district,incident_division,max_temp,avg_temp,min_temp,weather_code,precip,humidity,visibility,cloudcover,heatindex,season,household,male_population,female_population,total_population,gender_ration,average_household_size,density_per_kmsq,literacy_rate,religious_institution,playground,park,police_station,cyber_cafe,school,college,cinema,crime
1,3,6,1,4,23.72163,90.50646,demra,dhaka,dhaka,28.6,24.5,20.5,143,0.3,55.0,8.0,11.0,34.0,3,12377,31529,26324,57853,120.0,4.7,22915,56.7,20,2,0,3,16,19,8,2,kidnap
7,27,6,1,1,23.760951,90.417518,rampura,dhaka,dhaka,32.6,28.2,23.8,356,15.2,75.0,6.0,67.0,40.0,2,16489,42256,34909,77165,121.0,4.7,26287,76.1,28,9,3,1,7,36,14,10,assault
3,11,5,1,3,23.738156,90.423934,uttarkhan,dhaka,dhaka,33.5,30.2,26.9,113,0.2,51.0,10.0,22.0,39.0,1,30513,75630,64187,139817,118.0,4.6,55363,65.8,81,22,4,7,34,79,33,15,robbery
12,50,5,1,3,23.712737,90.395596,bangshal,dhaka,dhaka,29.5,27.3,25.1,353,9.2,80.0,6.0,42.0,38.0,3,11810,30218,24599,54817,123.0,4.6,20975,66.5,17,3,3,0,12,16,5,0,kidnap
5,18,6,1,2,23.862632,90.258493,savar,dhaka,dhaka,34.7,30.5,26.3,113,0.2,66.0,9.0,5.0,41.0,1,24613,60653,49626,110279,122.0,4.5,45558,83.8,108,19,19,8,42,88,37,22,robbery
4,18,6,1,3,23.724744,90.388177,chawkbazar,dhaka,dhaka,38.6,36.1,33.7,353,9.3,88.0,8.0,64.0,47.0,1,24616,61070,49207,110277,124.0,4.5,50759,73.9,60,19,6,5,32,76,22,15,assault
4,15,5,1,4,23.721075,90.408203,aftabnagar,dhaka,dhaka,36.0,33.9,31.9,113,0.4,64.0,9.0,22.0,42.0,1,32132,75285,65126,140411,116.0,4.4,47804,84.4,103,22,13,8,72,138,39,22,robbery
1,6,6,1,1,23.917823,90.2188,dhamrai,dhaka,dhaka,25.8,22.1,18.4,386,33.6,85.0,5.0,77.0,34.0,3,20175,46168,37668,83836,123.0,4.2,33210,58.2,23,8,4,2,11,26,11,2,bodyfound
5,19,5,1,4,23.739888,90.382212,dhanmondi,dhaka,dhaka,37.6,32.7,27.9,353,8.2,87.0,8.0,73.0,46.0,1,22660,59070,48470,107540,122.0,4.7,48430,68.4,45,10,9,2,18,45,20,8,assault
4,18,2,0,3,23.875475,90.274584,savar,dhaka,dhaka,36.8,32.9,28.9,176,9.3,79.0,9.0,68.0,45.0,1,27100,66298,54406,120704,122.0,4.5,47952,77.6,69,14,13,7,47,96,43,9,robbery
12,50,5,1,0,23.923612,90.211356,dhamrai,dhaka,dhaka,30.3,28.2,26.0,176,11.7,73.0,7.0,52.0,38.0,3,6437,15713,12987,28700,121.0,4.5,18267,58.2,14,2,0,4,3,17,5,3,kidnap
8,34,0,0,4,23.917025,90.240771,dhamrai,dhaka,dhaka,32.3,29.1,25.9,143,0.3,63.0,9.0,39.0,39.0,2,18738,46173,39467,85640,117.0,4.6,32458,66.1,33,12,4,2,25,45,13,7,kidnap
11,43,6,1,4,23.899062,90.21681,dhamrai,dhaka,dhaka,32.7,27.9,23.1,143,0.5,66.0,9.0,3.0,39.0,2,7604,19378,16798,36176,115.0,4.8,15863,58.3,20,2,0,5,7,17,6,3,kidnap
3,13,2,0,3,23.725709,90.398976,buet,dhaka,dhaka,28.9,25.5,22.1,176,9.6,89.0,7.0,46.0,38.0,1,14293,35954,29112,65066,124.0,4.6,32401,80.4,27,6,2,2,11,27,12,3,robbery
5,21,0,0,1,23.777431,90.412912,rampura,dhaka,dhaka,32.5,29.1,25.6,176,10.2,78.0,7.0,66.0,40.0,1,20701,47510,38305,85815,124.0,4.1,43418,67.9,50,6,3,4,23,24,22,7,assault
5,21,1,0,0,23.789999,90.342824,gabtoli,dhaka,dhaka,28.7,26.2,23.7,143,1.2,59.0,8.0,29.0,35.0,1,15716,35017,28649,63666,122.0,4.1,35074,72.1,16,11,2,0,11,23,9,6,kidnap
12,48,6,1,4,23.747419,90.341434,mohammadpur,dhaka,dhaka,30.2,26.3,22.4,176,18.0,76.0,6.0,65.0,38.0,3,27582,68973,57824,126797,119.0,4.6,57250,73.3,98,22,13,8,29,88,55,23,robbery
4,17,5,1,1,23.718935,90.401709,buet,dhaka,dhaka,36.9,32.1,27.2,353,9.5,81.0,8.0,50.0,45.0,1,14408,36218,29010,65228,125.0,4.5,24026,76.5,40,8,6,6,19,35,28,3,assault
8,34,5,1,1,23.85505,90.271917,savar,dhaka,dhaka,37.7,35.5,33.2,353,6.9,80.0,6.0,65.0,46.0,2,27004,64385,53405,117790,121.0,4.4,46289,77.1,91,14,13,6,27,69,38,22,assault
1,3,6,1,2,23.729259,90.41309,aftabnagar,dhaka,dhaka,29.4,25.5,21.6,116,1.8,69.0,10.0,16.0,36.0,3,20588,49463,42334,91797,117.0,4.5,59881,70.7,44,11,3,3,18,37,18,10,robbery
10,38,2,0,0,23.814301,90.391913,cantonment,dhaka,dhaka,32.8,30.5,28.2,353,3.5,86.0,7.0,79.0,41.0,2,12060,28830,24357,53187,118.0,4.4,30455,69.4,15,4,0,0,10,17,12,4,kidnap
4,18,6,1,4,23.908496,90.22551,dhamrai,dhaka,dhaka,30.0,27.8,25.5,116,0.6,59.0,10.0,17.0,36.0,1,23090,50391,43051,93442,117.0,4.0,36787,63.7,39,8,2,4,18,39,17,10,rape
4,14,3,0,4,23.76358,90.399608,rampura,dhaka,dhaka,31.7,27.3,23.0,143,0.6,63.0,9.0,19.0,38.0,1,19805,46142,39400,85542,117.0,4.3,31650,53.3,37,6,2,4,8,40,15,5,rape
6,26,5,1,2,23.725518,90.41258,uttarkhan,dhaka,dhaka,31.2,28.6,26.1,353,5.5,89.0,8.0,56.0,40.0,2,21165,53460,43004,96464,124.0,4.6,52888,71.2,39,12,2,1,14,43,17,9,assault
8,32,5,1,2,23.778228,90.406617,gulshan,dhaka,dhaka,31.0,27.8,24.6,356,19.0,88.0,7.0,46.0,40.0,2,13782,30231,25815,56046,117.0,4.1,27124,73.5,17,4,4,2,11,28,16,2,assault
1,5,6,1,4,23.870467,90.256076,dhaka university,dhaka,dhaka,32.1,28.3,24.6,116,1.2,60.0,8.0,40.0,38.0,3,12879,29231,23781,53012,123.0,4.1,20178,73.3,31,6,2,2,12,21,9,5,rape
8,32,5,1,4,23.902643,90.321445,ashulia,dhaka,dhaka,32.0,29.7,27.4,359,17.8,91.0,3.0,85.0,41.0,2,17499,40027,32357,72384,124.0,4.1,36817,57.0,21,8,2,2,13,23,9,5,murder
7,27,6,1,4,23.731316,90.414708,bangshal,dhaka,dhaka,31.4,27.9,24.5,359,20.2,91.0,8.0,87.0,40.0,2,21337,54043,46973,101016,115.0,4.7,38178,53.9,34,12,5,2,14,36,14,7,murder
11,42,0,0,4,23.910688,90.314611,ashulia,dhaka,dhaka,36.7,33.5,30.3,143,0.4,65.0,10.0,37.0,43.0,2,14120,32223,27162,59385,119.0,4.2,26284,68.8,21,5,0,1,14,23,14,1,rape
6,24,4,0,4,23.864563,90.283477,dhaka university,dhaka,dhaka,36.2,33.9,31.6,176,9.6,71.0,8.0,78.0,43.0,2,13323,33333,27323,60656,122.0,4.6,32211,76.9,44,2,8,6,18,43,24,7,robbery
9,36,6,1,3,23.793418,90.454784,badda,dhaka,dhaka,31.9,27.8,23.8,353,4.9,83.0,6.0,59.0,40.0,2,30210,76974,64183,141157,120.0,4.7,48853,76.1,74,11,8,2,23,66,23,7,assault
6,26,1,0,1,23.853208,90.266186,savar,dhaka,dhaka,26.9,22.1,17.3,386,40.3,81.0,6.0,92.0,35.0,2,10347,23697,19963,43660,119.0,4.2,16898,52.9,5,2,1,0,6,13,4,1,bodyfound
6,22,6,1,0,23.708974,90.389275,chawkbazar,dhaka,dhaka,29.0,26.7,24.3,386,15.9,90.0,5.0,85.0,38.0,2,19408,48579,40787,89366,119.0,4.6,47689,54.6,33,11,2,3,20,28,21,1,murder
7,30,5,1,0,23.750266,90.372285,hazaribagh,dhaka,dhaka,29.9,26.7,23.5,113,2.0,59.0,9.0,2.0,36.0,2,14130,34410,28087,62497,123.0,4.4,26365,62.9,22,7,2,4,19,27,14,10,rape
3,10,4,0,4,23.796999,90.422754,gulshan,dhaka,dhaka,37.5,33.8,30.1,113,0.4,57.0,8.0,32.0,43.0,1,28962,75875,62273,138148,122.0,4.8,51739,79.9,85,16,11,6,62,94,47,15,robbery
2,6,5,1,4,23.726079,90.35937,hazaribagh,dhaka,dhaka,28.9,25.6,22.3,116,1.3,60.0,10.0,22.0,35.0,3,20771,46714,38227,84941,122.0,4.1,29423,54.4,29,8,6,4,15,35,14,6,rape
4,18,6,1,2,23.805255,90.418866,cantonment,dhaka,dhaka,37.7,34.6,31.4,113,1.5,64.0,10.0,20.0,44.0,1,19941,48579,41284,89863,118.0,4.5,51549,76.2,24,15,5,2,32,43,21,8,robbery
12,49,5,1,4,23.758436,90.392305,dhanmondi,dhaka,dhaka,31.1,28.5,26.0,113,1.7,70.0,9.0,18.0,38.0,3,33668,79208,66600,145808,119.0,4.3,62261,66.8,85,24,10,7,28,82,37,13,robbery
6,22,5,1,4,23.898969,90.306416,ashulia,dhaka,dhaka,33.0,29.8,26.5,356,15.9,88.0,9.0,56.0,42.0,2,30312,79415,64296,143711,124.0,4.7,57942,64.7,74,22,18,6,37,78,49,15,assault
8,31,5,1,4,23.722774,90.418853,uttarkhan,dhaka,dhaka,32.0,28.3,24.6,308,39.4,92.0,7.0,87.0,41.0,2,31474,79152,68136,147288,116.0,4.7,49191,60.0,54,21,5,3,26,73,29,9,murder
2,9,5,1,0,23.719502,90.404796,bangshal,dhaka,dhaka,34.4,32.1,29.9,113,1.9,64.0,10.0,13.0,41.0,3,20940,54259,45669,99928,119.0,4.8,35818,56.6,30,9,7,2,20,31,18,7,rape
5,18,3,0,3,23.716846,90.496161,demra,dhaka,dhaka,37.4,33.4,29.5,353,10.1,89.0,9.0,61.0,46.0,1,16279,36322,29857,66179,122.0,4.1,26153,60.6,28,8,1,5,20,33,16,6,kidnap
11,43,4,0,0,23.742185,90.420835,aftabnagar,dhaka,dhaka,26.7,22.2,17.7,359,16.6,95.0,7.0,96.0,36.0,2,4677,11886,9665,21551,123.0,4.6,10216,51.9,3,1,0,2,3,3,1,1,bodyfound
6,22,5,1,0,23.721104,90.413978,bangshal,dhaka,dhaka,28.9,25.0,21.1,359,31.6,94.0,4.0,81.0,38.0,2,25807,61050,49116,110166,124.0,4.3,39318,51.3,35,6,3,0,14,35,18,7,murder
6,22,5,1,1,23.854145,90.258157,savar,dhaka,dhaka,34.7,31.8,28.9,356,7.5,89.0,9.0,73.0,44.0,2,12288,28122,22846,50968,123.0,4.1,28571,70.1,26,6,4,6,13,21,11,2,assault
3,11,5,1,2,23.875104,90.25651,dhaka university,dhaka,dhaka,32.4,29.9,27.3,113,0.3,59.0,8.0,3.0,38.0,1,44681,99733,86328,186061,116.0,4.2,66493,79.1,162,27,14,8,58,141,61,12,robbery
6,25,6,1,0,23.861132,90.277345,savar,dhaka,dhaka,30.8,28.6,26.5,386,44.2,90.0,5.0,91.0,40.0,2,26987,63891,53340,117231,120.0,4.3,43908,50.2,44,13,2,3,21,39,13,7,murder
10,39,4,0,4,23.728879,90.409908,uttarkhan,dhaka,dhaka,35.5,31.7,28.0,176,17.7,71.0,7.0,62.0,43.0,2,12604,30796,25524,56320,121.0,4.5,31603,67.7,36,7,3,5,19,33,16,7,robbery
6,25,2,0,1,23.925496,90.207462,dhamrai,dhaka,dhaka,33.9,29.1,24.2,113,1.3,64.0,9.0,1.0,40.0,2,19260,45219,38946,84165,116.0,4.4,34383,72.9,26,10,5,0,16,26,16,9,rape
7,26,5,1,4,23.836967,90.280965,savar,dhaka,dhaka,36.6,32.5,28.4,176,13.2,88.0,8.0,72.0,45.0,2,16496,38787,32426,71213,120.0,4.3,31453,69.2,33,6,4,2,16,28,13,3,robbery
1,6,5,1,2,23.782418,90.334637,gabtoli,dhaka,dhaka,30.5,27.1,23.7,176,12.4,70.0,8.0,51.0,38.0,3,31070,71861,62439,134300,115.0,4.3,47869,82.4,68,23,5,2,38,71,35,14,robbery
7,28,0,0,2,23.726312,90.395152,buet,dhaka,dhaka,36.6,32.8,28.9,176,7.6,80.0,9.0,54.0,45.0,2,24171,57251,46822,104073,122.0,4.3,61375,68.9,51,16,8,3,27,50,25,8,robbery
9,36,6,1,4,23.825438,90.404734,cantonment,dhaka,dhaka,31.8,28.0,24.1,113,1.8,57.0,9.0,32.0,38.0,2,10857,28301,22962,51263,123.0,4.7,31713,73.1,36,8,2,7,16,34,14,2,robbery
9,38,6,1,4,23.733357,90.374913,dhanmondi,dhaka,dhaka,32.0,29.4,26.8,176,7.6,84.0,8.0,74.0,40.0,2,21429,48126,38789,86915,124.0,4.1,37032,72.2,49,11,2,5,22,53,20,11,robbery
10,41,5,1,4,23.884552,90.268894,dhaka university,dhaka,dhaka,34.8,32.4,30.0,113,0.3,66.0,10.0,11.0,41.0,2,28754,70537,59452,129989,119.0,4.5,67687,79.8,64,19,6,3,22,75,38,16,robbery
3,10,6,1,3,23.71562,90.400091,buet,dhaka,dhaka,33.0,28.3,23.5,116,1.6,51.0,9.0,36.0,38.0,1,30772,77979,62805,140784,124.0,4.6,59531,67.1,54,12,1,3,42,54,27,11,robbery
2,9,1,0,3,23.85877,90.253208,savar,dhaka,dhaka,28.9,25.9,22.8,113,1.0,55.0,8.0,5.0,34.0,3,24547,58707,47742,106449,123.0,4.3,35699,71.4,62,19,8,5,23,69,21,6,robbery
6,22,5,1,4,23.725024,90.379719,chawkbazar,dhaka,dhaka,27.8,22.9,18.0,359,40.6,94.0,7.0,84.0,37.0,2,34320,77519,64584,142103,120.0,4.1,48102,63.2,34,15,7,0,15,49,22,5,murder
2,10,1,0,1,23.719919,90.505735,demra,dhaka,dhaka,28.7,25.3,21.9,143,0.5,69.0,9.0,4.0,36.0,3,6821,16610,14222,30832,117.0,4.5,16244,71.2,17,2,3,5,9,19,6,0,rape
6,24,2,0,1,23.732171,90.392559,chawkbazar,dhaka,dhaka,30.9,27.3,23.8,143,0.3,69.0,9.0,17.0,38.0,2,8094,19477,16094,35571,121.0,4.4,20901,59.4,14,2,3,3,6,17,4,0,rape
6,25,6,1,2,23.764524,90.413423,rampura,dhaka,dhaka,30.1,26.2,22.4,176,12.4,82.0,6.0,59.0,38.0,2,26826,59838,50095,109933,119.0,4.1,54999,69.0,53,18,5,2,24,57,29,7,assault
8,34,5,1,2,23.73291,90.412893,bangshal,dhaka,dhaka,36.7,32.1,27.5,353,4.1,73.0,8.0,49.0,44.0,2,37727,81700,69393,151093,118.0,4.0,57376,76.0,74,10,10,5,36,88,32,17,assault
1,3,5,1,1,23.733141,90.358328,hazaribagh,dhaka,dhaka,29.1,24.3,19.5,113,0.5,62.0,8.0,37.0,35.0,3,11824,26037,21986,48023,118.0,4.1,30689,59.8,14,1,1,0,5,15,7,1,rape
5,20,5,1,0,23.774553,90.413,rampura,dhaka,dhaka,34.9,32.6,30.2,353,9.1,73.0,8.0,63.0,42.0,1,23651,53684,46372,100056,116.0,4.2,39737,73.5,38,10,6,3,21,40,24,6,kidnap
5,19,5,1,2,23.722419,90.497812,demra,dhaka,dhaka,36.4,33.5,30.5,356,7.4,76.0,7.0,50.0,44.0,1,28100,66048,56868,122916,116.0,4.4,57703,63.7,48,9,7,1,22,48,17,4,assault
4,16,5,1,2,23.706951,90.385509,bangshal,dhaka,dhaka,38.0,34.2,30.4,176,17.4,80.0,7.0,57.0,46.0,1,33493,76239,64756,140995,118.0,4.2,50200,66.6,51,18,5,1,22,52,24,10,assault
2,6,1,0,1,23.719332,90.397229,chawkbazar,dhaka,dhaka,26.3,23.5,20.6,308,35.5,93.0,3.0,85.0,36.0,3,4465,10807,9286,20093,116.0,4.5,10469,50.0,7,1,0,2,4,3,2,2,bodyfound
5,20,6,1,2,23.805276,90.42129,gulshan,dhaka,dhaka,36.6,34.4,32.3,116,0.9,58.0,10.0,2.0,42.0,1,27020,69107,56090,125197,123.0,4.6,68791,80.3,64,20,11,3,38,97,28,12,robbery
4,14,5,1,4,23.709883,90.372376,chawkbazar,dhaka,dhaka,30.0,27.5,25.0,308,39.4,90.0,6.0,81.0,39.0,1,22526,54099,43922,98021,123.0,4.4,46930,57.5,35,8,2,2,17,35,18,9,murder
12,50,1,0,4,23.804459,90.47208,badda,dhaka,dhaka,32.8,29.6,26.4,143,1.7,51.0,10.0,19.0,38.0,3,11839,29216,23971,53187,122.0,4.5,23249,67.4,26,7,0,2,15,29,12,0,kidnap
7,26,5,1,2,23.748639,90.39973,buet,dhaka,dhaka,35.7,32.5,29.4,353,3.6,79.0,7.0,43.0,44.0,2,14348,33415,28185,61600,119.0,4.3,31734,68.6,29,6,5,5,22,33,12,7,assault
2,8,4,0,1,23.721963,90.391279,bangshal,dhaka,dhaka,25.8,21.2,16.5,359,38.5,91.0,6.0,85.0,35.0,3,16329,37660,30673,68333,123.0,4.2,24095,47.1,18,6,1,0,8,13,5,2,bodyfound
1,2,1,0,4,23.900041,90.225799,dhamrai,dhaka,dhaka,33.1,29.1,25.1,113,1.4,53.0,9.0,8.0,38.0,3,24895,62644,50758,113402,123.0,4.6,40376,68.2,44,13,7,2,27,50,24,9,robbery
5,19,6,1,3,23.745932,90.411434,aftabnagar,dhaka,dhaka,37.1,33.3,29.5,353,13.0,73.0,9.0,40.0,44.0,1,15723,35941,30972,66913,116.0,4.3,36703,73.1,46,8,4,6,22,28,24,2,assault
9,36,6,1,0,23.801253,90.459846,badda,dhaka,dhaka,34.4,29.4,24.4,176,6.7,85.0,6.0,41.0,43.0,2,13607,33186,26831,60017,124.0,4.4,31878,70.6,20,10,0,1,12,29,10,3,kidnap
8,34,5,1,0,23.728455,90.431023,uttarkhan,dhaka,dhaka,32.3,28.6,24.8,359,17.8,93.0,7.0,78.0,42.0,2,15824,36760,29674,66434,124.0,4.2,30088,61.0,15,4,4,0,6,20,11,4,bodyfound
6,24,6,1,2,23.72047,90.41569,aftabnagar,dhaka,dhaka,33.3,28.8,24.4,116,0.2,69.0,9.0,19.0,40.0,2,33912,75723,63586,139309,119.0,4.1,68638,82.7,62,22,6,2,25,79,29,11,robbery
8,33,6,1,0,23.722814,90.397146,chawkbazar,dhaka,dhaka,30.0,25.2,20.3,386,17.2,91.0,8.0,80.0,39.0,2,7053,18513,15057,33570,123.0,4.8,14290,58.9,10,2,0,0,4,11,5,1,bodyfound
5,18,2,0,2,23.695689,90.499157,demra,dhaka,dhaka,36.1,32.0,28.0,176,4.8,81.0,8.0,76.0,44.0,1,30774,69972,56593,126565,124.0,4.1,49160,67.4,67,18,11,6,32,65,31,10,robbery
7,30,5,1,1,23.786894,90.326326,gabtoli,dhaka,dhaka,32.5,28.6,24.7,113,0.0,65.0,9.0,33.0,39.0,2,21519,52116,42438,94554,123.0,4.4,40243,73.8,37,9,7,2,25,54,16,7,rape
6,25,6,1,2,23.721994,90.434326,aftabnagar,dhaka,dhaka,32.9,29.3,25.7,113,1.0,59.0,9.0,13.0,39.0,2,16180,39023,32800,71823,119.0,4.4,39541,83.8,26,10,3,2,17,39,9,7,robbery
4,18,6,1,4,23.795877,90.351847,gabtoli,dhaka,dhaka,30.0,25.9,21.9,386,34.1,91.0,4.0,73.0,39.0,1,24196,60356,51789,112145,117.0,4.6,47920,68.3,40,10,8,2,20,48,27,9,murder
5,19,5,1,1,23.758396,90.415345,rampura,dhaka,dhaka,37.0,33.2,29.4,176,18.2,88.0,8.0,71.0,46.0,1,32439,84133,70885,155018,119.0,4.8,55089,74.2,72,13,9,1,33,76,42,16,assault
6,25,4,0,3,23.923315,90.319335,ashulia,dhaka,dhaka,33.8,29.9,26.1,143,0.9,55.0,10.0,31.0,39.0,2,6876,15538,13273,28811,117.0,4.2,17069,67.9,10,1,0,4,7,15,7,1,kidnap
4,18,5,1,2,23.792937,90.409508,gulshan,dhaka,dhaka,35.1,30.4,25.6,176,9.9,87.0,9.0,50.0,44.0,1,12447,29130,24116,53246,121.0,4.3,20406,67.4,24,9,3,5,16,33,9,6,assault
2,6,6,1,0,23.755257,90.374379,mohammadpur,dhaka,dhaka,27.7,24.6,21.4,353,3.8,89.0,9.0,72.0,37.0,3,18794,44095,35348,79443,125.0,4.2,29212,62.3,38,10,2,4,18,34,19,2,kidnap
12,49,6,1,3,23.717837,90.395593,chawkbazar,dhaka,dhaka,30.7,27.9,25.1,143,0.9,66.0,9.0,20.0,37.0,3,13008,30046,25434,55480,118.0,4.3,21432,69.9,15,8,4,0,9,18,7,2,kidnap
9,34,6,1,4,23.788274,90.420175,gulshan,dhaka,dhaka,30.2,26.5,22.8,176,15.8,86.0,9.0,49.0,39.0,2,31358,74980,60780,135760,123.0,4.3,49536,72.5,81,22,10,7,52,78,44,11,assault
4,18,5,1,4,23.920176,90.336885,ashulia,dhaka,dhaka,37.8,34.0,30.1,359,28.0,81.0,5.0,91.0,46.0,1,26107,57477,48755,106232,118.0,4.1,37830,68.7,52,8,8,3,24,55,19,8,murder
4,15,6,1,0,23.740043,90.353397,hazaribagh,dhaka,dhaka,40.0,36.3,32.7,113,1.2,66.0,9.0,7.0,47.0,1,15208,34168,28810,62978,119.0,4.1,27350,68.4,33,10,0,4,21,28,12,4,rape
11,45,2,0,1,23.722234,90.359881,hazaribagh,dhaka,dhaka,26.6,23.6,20.5,386,37.8,95.0,5.0,92.0,36.0,2,11244,25933,21286,47219,122.0,4.2,17380,54.2,10,2,1,0,8,14,5,4,bodyfound
4,17,5,1,1,23.806824,90.456207,badda,dhaka,dhaka,37.4,34.9,32.4,353,14.9,76.0,8.0,43.0,45.0,1,12977,30688,25299,55987,121.0,4.3,33345,61.5,28,7,3,6,9,35,9,6,assault
6,25,5,1,3,23.749157,90.352207,dhanmondi,dhaka,dhaka,35.4,32.0,28.5,356,10.5,79.0,8.0,79.0,43.0,2,38547,85045,69689,154734,122.0,4.0,55013,68.8,80,16,7,4,38,76,52,13,assault
12,48,5,1,3,23.737418,90.364159,dhanmondi,dhaka,dhaka,29.5,27.3,25.2,113,0.9,60.0,10.0,7.0,35.0,3,26510,67009,58193,125202,115.0,4.7,49280,79.0,39,13,9,2,35,69,30,15,robbery
8,31,6,1,2,23.734095,90.428203,aftabnagar,dhaka,dhaka,31.6,29.5,27.3,116,1.6,58.0,8.0,16.0,37.0,2,17700,39419,31561,70980,125.0,4.0,32241,80.6,43,8,1,8,33,50,31,13,robbery
1,4,5,1,1,23.923671,90.324727,ashulia,dhaka,dhaka,35.5,31.5,27.5,143,1.8,53.0,8.0,10.0,41.0,3,10921,24033,19901,43934,121.0,4.0,22344,59.6,15,3,2,2,10,16,7,2,rape
11,42,6,1,0,23.760379,90.421745,rampura,dhaka,dhaka,28.0,23.4,18.9,308,43.5,93.0,7.0,83.0,37.0,2,7975,18783,15320,34103,123.0,4.3,17699,60.7,8,0,1,0,7,6,7,0,bodyfound
6,22,0,0,0,23.753754,90.348661,mohammadpur,dhaka,dhaka,26.6,23.7,20.8,386,28.4,83.0,5.0,97.0,35.0,2,11330,25346,21939,47285,116.0,4.2,26311,53.2,19,7,1,1,8,14,6,4,bodyfound
6,26,0,0,0,23.707266,90.411102,bangshal,dhaka,dhaka,33.8,30.1,26.3,143,0.5,53.0,9.0,3.0,39.0,2,20780,45681,39314,84995,116.0,4.1,30802,52.0,20,2,3,0,12,22,9,6,rape
7,26,6,1,1,23.723611,90.40549,uttarkhan,dhaka,dhaka,34.7,32.2,29.7,356,4.2,76.0,8.0,66.0,42.0,2,18887,45504,37783,83287,120.0,4.4,37010,61.8,37,7,1,5,12,39,22,9,assault
5,18,5,1,1,23.725269,90.404415,uttarkhan,dhaka,dhaka,37.4,32.7,28.0,176,5.1,83.0,7.0,53.0,46.0,1,24648,59431,50784,110215,117.0,4.5,59930,74.8,79,25,3,9,37,75,41,10,assault
6,25,3,0,0,23.916855,90.314804,ashulia,dhaka,dhaka,37.5,33.3,29.1,116,0.2,66.0,10.0,2.0,44.0,2,18290,44171,36506,80677,121.0,4.4,27050,54.4,26,4,7,3,12,34,16,4,rape
4,17,5,1,3,23.893307,90.295193,ashulia,dhaka,dhaka,35.0,32.6,30.2,143,0.9,60.0,9.0,17.0,41.0,1,16613,42078,34497,76575,122.0,4.6,30779,71.7,34,6,6,4,25,39,15,6,kidnap
3,13,1,0,4,23.718618,90.500921,demra,dhaka,dhaka,33.7,31.5,29.4,176,6.5,88.0,6.0,47.0,42.0,1,34761,90077,72228,162305,125.0,4.7,57449,79.2,110,15,16,5,45,106,36,14,robbery
11,46,6,1,4,23.784235,90.336081,gabtoli,dhaka,dhaka,37.0,33.4,29.9,116,1.0,63.0,9.0,14.0,43.0,2,11064,25927,21517,47444,120.0,4.3,24911,63.5,23,7,4,4,12,14,9,5,rape
7,26,2,0,0,23.737673,90.36641,hazaribagh,dhaka,dhaka,32.8,28.8,24.7,353,14.0,81.0,7.0,70.0,41.0,2,13976,33689,28817,62506,117.0,4.5,24022,62.1,24,5,5,2,11,23,7,3,kidnap
8,32,6,1,1,23.767393,90.356035,mohammadpur,dhaka,dhaka,32.7,29.6,26.5,356,18.7,82.0,8.0,52.0,41.0,2,11243,25763,21644,47407,119.0,4.2,23141,64.3,20,6,4,3,12,30,5,4,assault
9,37,6,1,4,23.791958,90.447546,badda,dhaka,dhaka,38.1,34.0,30.0,176,18.0,85.0,9.0,75.0,47.0,2,24635,61452,51699,113151,119.0,4.6,54209,61.7,67,13,4,6,32,61,33,10,assault
7,30,5,1,0,23.919976,90.318478,ashulia,dhaka,dhaka,32.8,30.0,27.3,143,1.4,58.0,9.0,21.0,39.0,2,15964,35321,29572,64893,119.0,4.1,38295,60.1,29,6,3,1,9,19,13,4,kidnap
8,32,6,1,1,23.87465,90.259766,savar,dhaka,dhaka,30.3,27.4,24.6,176,16.8,90.0,9.0,42.0,39.0,2,32973,86271,69754,156025,124.0,4.7,57069,69.8,56,15,10,2,30,66,29,11,assault
12,47,2,0,3,23.878059,90.252161,dhaka university,dhaka,dhaka,29.7,25.8,22.0,116,0.3,52.0,9.0,28.0,35.0,3,13206,28313,24528,52841,115.0,4.0,33400,69.7,23,10,6,3,9,28,17,2,robbery
7,28,6,1,4,23.90803,90.214912,dhamrai,dhaka,dhaka,31.5,27.5,23.5,359,39.1,88.0,7.0,90.0,40.0,2,20629,49760,42187,91947,118.0,4.5,33888,64.9,33,7,4,3,21,42,22,5,murder
3,13,3,0,2,23.762216,90.352895,mohammadpur,dhaka,dhaka,34.9,32.1,29.2,116,0.8,56.0,9.0,40.0,40.0,1,36143,85101,70005,155106,122.0,4.3,60089,76.0,69,26,9,5,39,95,39,31,robbery
7,29,1,0,0,23.744913,90.383431,dhanmondi,dhaka,dhaka,34.1,29.6,25.1,116,1.3,55.0,9.0,3.0,40.0,2,15917,36294,31291,67585,116.0,4.2,32423,72.5,36,12,2,3,25,41,10,4,rape
11,46,6,1,4,23.91012,90.310617,ashulia,dhaka,dhaka,32.3,28.3,24.2,116,0.0,56.0,9.0,30.0,38.0,2,13225,32886,26981,59867,122.0,4.5,24436,65.1,22,6,3,1,11,28,9,6,rape
5,20,2,0,1,23.725368,90.490621,demra,dhaka,dhaka,35.1,30.7,26.2,113,0.5,68.0,10.0,37.0,42.0,1,25099,57005,47213,104218,121.0,4.2,38336,66.9,49,15,6,4,29,59,24,10,rape
6,23,6,1,2,23.878917,90.265961,dhaka university,dhaka,dhaka,28.2,23.3,18.4,116,1.0,69.0,9.0,33.0,35.0,2,12283,26864,22667,49531,119.0,4.0,31292,74.7,17,6,5,3,12,29,8,5,robbery
